,Hours_Studied,Attendance,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Tutoring_Sessions,Family_Income,Teacher_Quality,Peer_Influence,Learning_Disabilities,Parental_Education_Level,Exam_Score
1541,1.0333333333333334,0.64,0,1,0.7,0.81,1,1,1.0,2,0,0.0,67
1542,1.0,0.69,1,1,0.7,0.66,0,1,0.0,2,0,2.0,68
1543,0.5666666666666667,0.6,1,1,0.9,0.86,0,0,2.0,2,0,0.0,63
1544,0.5333333333333333,0.72,2,0,0.6,0.58,1,1,1.0,0,0,0.0,62
1545,0.7666666666666667,0.64,1,1,0.5,0.8,3,1,2.0,0,1,1.0,65
1546,0.4666666666666667,0.79,1,1,0.6,0.7,1,0,1.0,2,0,1.0,65
1547,0.7333333333333333,0.87,2,1,0.7,0.75,0,1,2.0,2,1,1.0,70
1548,0.8333333333333334,0.95,1,0,0.7,0.78,7,0,1.0,2,0,0.0,73
1549,0.9,0.9,1,1,0.9,0.53,1,1,2.0,2,0,2.0,73
1550,0.6333333333333333,0.98,0,1,0.6,0.96,2,0,1.0,0,0,0.0,68
1551,0.6333333333333333,0.62,0,0,0.6,0.89,3,1,1.0,2,0,0.0,63
1552,0.5,0.6,0,1,0.5,0.72,2,2,2.0,2,0,0.0,62
1553,0.5,0.86,1,1,0.8,0.77,0,1,1.0,2,0,2.0,69
1554,0.6333333333333333,0.72,2,0,0.5,0.52,2,1,1.0,1,0,2.0,66
1555,0.7333333333333333,0.7,2,1,0.8,0.75,0,1,1.0,2,0,2.0,68
1556,0.8333333333333334,0.73,1,1,0.6,0.71,0,0,1.0,2,0,1.0,67
1557,0.5,0.71,2,1,0.6,0.69,2,0,2.0,0,0,1.0,65
1558,0.9666666666666667,0.8,1,1,1.0,0.91,1,2,1.0,2,0,1.0,70
1559,0.6,0.78,1,1,0.9,0.59,0,2,2.0,2,0,0.0,64
1560,0.6666666666666666,0.8,0,1,0.7,0.59,2,1,2.0,1,0,0.0,65
1561,0.5333333333333333,0.87,1,0,0.5,0.76,1,0,2.0,1,0,2.0,67
1562,0.16666666666666666,0.75,0,1,1.0,0.84,0,2,1.0,1,0,2.0,62
1563,0.8333333333333334,0.7,1,1,0.7,0.51,3,0,1.0,2,0,0.0,66
1564,0.8,0.67,2,1,0.7,0.77,0,2,1.0,2,0,1.0,68
1565,0.6,0.74,0,0,0.8,0.65,0,1,2.0,2,0,1.0,64
1566,0.6666666666666666,0.9,0,0,0.4,0.88,3,0,1.0,0,0,0.0,69
1567,0.7666666666666667,0.9,1,1,0.6,0.73,1,2,1.0,2,0,0.0,69
1568,0.36666666666666664,0.87,1,1,0.7,0.92,1,1,1.0,2,0,0.0,67
1569,0.5666666666666667,0.69,1,1,0.7,0.7,0,0,2.0,1,1,1.0,61
1570,0.8333333333333334,0.84,1,1,0.5,0.91,1,1,1.0,2,1,2.0,70
1571,0.4,0.83,1,1,0.7,0.86,1,2,1.0,0,0,1.0,65
1572,0.7333333333333333,0.79,1,1,0.7,0.91,0,0,1.0,2,1,1.0,66
1573,0.4,0.82,1,1,1.0,0.91,3,0,1.0,0,0,2.0,66
1574,0.7666666666666667,0.8,2,1,0.9,0.74,4,1,1.0,0,0,0.0,69
1575,0.6666666666666666,0.83,1,1,0.7,0.68,1,1,1.0,2,0,0.0,67
1576,0.3333333333333333,0.89,2,1,0.7,0.88,2,2,1.0,2,0,2.0,71
1577,0.9,0.64,2,1,0.9,0.68,1,0,2.0,1,0,0.0,68
1578,0.5333333333333333,0.9,1,0,0.7,0.54,2,1,1.0,2,0,0.0,67
1579,0.5,0.65,1,0,0.5,0.93,2,0,1.0,1,1,0.0,63
1580,0.7,0.63,1,0,1.0,0.7,1,2,2.0,2,0,1.0,64
1581,0.9,0.99,1,1,0.6,0.57,3,0,1.0,1,0,1.0,73
1582,0.4666666666666667,0.98,1,1,1.0,0.82,1,0,1.0,2,0,0.0,69
1583,0.6666666666666666,0.62,0,0,0.8,0.94,1,1,1.0,2,0,0.0,65
1584,0.7666666666666667,0.78,0,1,0.6,0.93,0,1,2.0,2,0,2.0,70
1585,0.8,0.67,1,1,0.4,0.78,1,0,2.0,2,0,0.0,67
1586,0.7,0.79,0,1,0.8,0.54,3,0,1.0,2,0,2.0,67
1587,0.6,0.93,2,1,0.5,0.85,0,0,1.0,2,0,0.0,70
1588,0.5,0.98,0,0,0.8,0.8,2,2,2.0,0,0,2.0,69
1589,0.7,0.85,1,0,1.0,0.61,2,1,1.0,1,1,0.0,68
1590,0.4666666666666667,0.74,2,0,0.5,0.95,1,0,2.0,2,1,1.0,66
1591,0.06666666666666667,0.84,2,0,0.8,0.54,3,0,0.0,2,0,,62
1592,0.7666666666666667,0.72,1,1,0.6,0.69,2,2,1.0,2,0,0.0,67
1593,0.8333333333333334,0.96,0,1,0.9,0.55,2,1,2.0,1,0,0.0,71
1594,0.2,0.95,1,1,0.7,0.96,4,0,1.0,1,0,0.0,68
1595,0.4666666666666667,0.82,1,1,0.7,0.52,3,0,1.0,0,0,0.0,66
1596,0.8,0.73,1,1,0.9,0.71,0,0,1.0,1,0,0.0,64
1597,1.0666666666666667,0.72,1,1,0.8,0.93,1,0,1.0,1,0,2.0,71
1598,0.6666666666666666,0.61,0,1,0.6,0.63,1,1,2.0,2,0,1.0,61
1599,0.5333333333333333,0.93,2,0,1.0,0.55,2,0,1.0,1,0,1.0,67
1600,0.6333333333333333,0.78,0,1,0.5,0.56,3,2,1.0,1,0,1.0,65
1601,0.9333333333333333,0.73,1,1,0.7,0.7,0,0,1.0,0,0,1.0,66
1602,0.5333333333333333,0.79,2,1,0.6,0.71,2,0,2.0,1,0,0.0,68
1603,0.5,0.93,1,0,0.5,0.86,0,0,1.0,1,0,1.0,66
1604,0.5666666666666667,0.65,1,0,0.5,0.62,2,1,1.0,2,0,0.0,63
1605,0.4666666666666667,0.94,0,1,0.7,0.85,1,2,1.0,1,0,0.0,66
1606,0.7,0.96,2,0,0.8,1.0,1,2,1.0,2,0,1.0,73
1607,1.0,0.98,0,1,0.9,0.93,1,0,0.0,2,0,0.0,88
1608,0.7333333333333333,0.76,1,0,0.9,0.82,0,1,2.0,1,0,0.0,67
1609,0.6,0.69,2,1,0.7,0.97,2,1,1.0,2,0,1.0,69
1610,0.6,0.75,0,1,0.6,1.0,2,0,1.0,2,0,0.0,67
1611,0.36666666666666664,0.73,2,1,0.9,0.79,1,0,2.0,1,0,0.0,64
1612,0.8333333333333334,0.67,2,1,0.6,0.64,0,0,1.0,1,0,0.0,64
1613,0.6666666666666666,0.84,1,0,0.5,0.96,1,0,1.0,0,0,0.0,65
1614,0.6333333333333333,0.79,1,0,0.8,0.92,1,1,2.0,2,0,0.0,68
1615,1.3,0.95,2,1,0.9,0.54,2,1,1.0,2,0,0.0,77
1616,0.7333333333333333,0.61,1,1,0.6,0.97,0,0,2.0,0,1,0.0,63
1617,0.5,0.86,2,1,1.0,0.68,0,2,1.0,1,0,1.0,69
1618,0.5666666666666667,0.91,1,1,0.8,0.66,3,1,0.0,2,0,1.0,69
1619,0.9,0.9,0,0,0.8,0.67,2,1,1.0,0,0,2.0,70
1620,0.7,0.95,1,1,0.6,0.66,1,1,2.0,2,0,1.0,73
1621,0.36666666666666664,0.89,0,1,0.9,0.76,1,1,2.0,1,0,2.0,66
1622,0.8666666666666667,0.97,0,0,0.5,0.79,2,0,0.0,2,0,0.0,71
1623,0.5333333333333333,0.73,0,1,0.6,0.71,2,2,2.0,2,0,1.0,66
1624,1.0333333333333334,0.8,1,1,0.6,0.71,2,0,2.0,1,0,0.0,71
1625,0.8666666666666667,0.61,0,1,0.5,0.87,3,2,2.0,2,1,0.0,66
1626,0.5666666666666667,0.6,2,1,0.8,0.5,0,0,2.0,2,0,0.0,63
1627,0.9333333333333333,0.7,2,1,0.8,0.97,5,0,0.0,0,1,0.0,70
1628,0.6666666666666666,0.64,1,1,0.8,0.86,1,1,1.0,1,0,2.0,66
1629,0.8333333333333334,0.7,1,0,0.7,0.85,1,1,1.0,0,0,0.0,66
1630,0.7666666666666667,0.67,1,0,0.8,0.71,2,1,1.0,1,0,1.0,66
1631,0.5,0.61,1,0,0.7,0.98,1,1,1.0,1,0,0.0,62
1632,0.5333333333333333,0.96,1,0,0.6,0.5,1,1,2.0,2,0,1.0,69
1633,0.8666666666666667,0.6,2,1,0.6,0.54,1,0,1.0,2,0,2.0,63
1634,0.6,0.89,0,1,0.4,0.9,1,2,1.0,2,1,2.0,68
1635,0.6,0.66,2,0,0.9,0.87,1,1,0.0,2,0,0.0,64
1636,0.4666666666666667,0.96,2,1,0.9,0.64,2,0,2.0,1,0,2.0,69
1637,0.7666666666666667,0.96,1,1,1.0,0.8,3,0,2.0,2,0,0.0,71
1638,1.0666666666666667,0.86,1,1,0.6,0.77,2,1,0.0,0,0,0.0,71
1639,0.4666666666666667,0.87,1,0,0.6,0.76,1,0,1.0,2,0,1.0,66
1640,0.6666666666666666,0.6,1,1,0.4,0.8,2,2,1.0,2,1,1.0,63
1641,0.9333333333333333,0.99,1,1,0.8,1.0,0,1,1.0,2,0,0.0,72
1642,0.6666666666666666,0.95,1,1,0.8,0.99,1,0,1.0,1,0,1.0,70
1643,0.7666666666666667,0.96,0,0,0.9,0.99,0,2,1.0,1,0,1.0,71
1644,0.4666666666666667,0.86,0,1,0.6,0.77,3,2,1.0,1,0,0.0,65
1645,0.7666666666666667,0.74,0,1,0.8,0.66,0,2,1.0,0,0,2.0,65
1646,0.6333333333333333,0.96,1,0,0.6,0.78,1,0,0.0,2,0,0.0,67
1647,0.8666666666666667,0.72,1,0,0.9,0.81,0,1,2.0,1,0,0.0,68
1648,0.9,0.83,1,1,0.8,0.66,3,1,1.0,2,0,1.0,70
1649,1.2,0.64,1,1,0.5,0.82,2,1,2.0,2,0,0.0,70
1650,0.7666666666666667,0.97,2,1,0.7,0.81,2,1,2.0,1,0,0.0,72
1651,0.7333333333333333,0.66,2,0,0.4,0.95,1,0,0.0,1,0,1.0,65
1652,0.7,0.69,1,1,0.5,0.62,2,0,1.0,2,0,0.0,65
1653,0.6,0.82,1,1,0.5,0.85,3,1,2.0,1,0,2.0,71
1654,0.7333333333333333,0.91,2,1,0.6,0.73,3,2,1.0,2,0,2.0,74
1655,0.6,0.85,1,0,0.7,0.56,0,0,1.0,2,0,0.0,64
1656,0.7,0.69,1,0,0.7,0.66,1,1,1.0,1,0,0.0,64
1657,0.9333333333333333,0.6,2,1,0.7,0.53,3,0,1.0,1,0,0.0,65
1658,0.4666666666666667,0.9,1,1,0.7,0.66,1,1,1.0,1,0,1.0,67
1659,0.9,0.99,1,0,0.7,0.53,2,0,2.0,1,0,1.0,73
1660,0.9333333333333333,0.92,2,0,0.5,0.96,1,1,0.0,1,0,1.0,72
1661,0.6333333333333333,0.78,1,0,0.7,0.55,0,1,1.0,2,0,1.0,65
1662,0.23333333333333334,0.96,2,0,0.9,0.91,0,0,1.0,1,0,1.0,67
1663,0.5333333333333333,0.76,1,1,0.7,0.95,2,1,1.0,0,0,0.0,66
1664,0.9333333333333333,0.81,1,1,0.8,0.73,0,1,2.0,0,0,2.0,70
1665,0.6666666666666666,0.79,1,0,0.8,0.53,2,1,1.0,1,0,0.0,66
1666,0.4666666666666667,0.78,2,1,0.8,0.8,1,1,1.0,1,0,0.0,66
1667,0.5666666666666667,0.91,0,1,0.7,0.62,3,2,1.0,0,0,2.0,68
1668,0.8333333333333334,0.81,1,1,0.8,0.59,3,0,1.0,2,0,1.0,68
1669,0.7666666666666667,0.73,2,0,0.8,0.78,0,2,1.0,1,0,0.0,67
1670,0.6333333333333333,0.7,1,1,0.8,0.68,1,0,1.0,2,0,1.0,65
1671,0.6,0.62,0,1,0.8,0.87,4,0,1.0,2,0,1.0,64
1672,0.6,0.83,1,0,0.5,0.8,1,2,2.0,2,0,1.0,70
1673,0.4666666666666667,0.69,1,0,0.5,0.91,0,2,1.0,2,0,1.0,63
1674,1.0,0.66,2,0,0.6,0.53,2,0,1.0,2,0,0.0,65
1675,0.6,0.86,1,1,0.9,0.62,4,1,1.0,0,1,2.0,67
1676,0.9,0.87,1,1,0.7,0.78,3,0,1.0,0,0,0.0,71
1677,0.9666666666666667,0.9,1,1,0.7,0.94,1,0,0.0,1,0,0.0,73
1678,0.8666666666666667,0.8,1,0,0.4,0.91,1,0,1.0,1,0,0.0,67
1679,0.5666666666666667,0.96,1,1,0.7,0.84,2,0,2.0,2,0,1.0,72
1680,0.7333333333333333,0.97,1,0,0.7,0.79,2,1,2.0,2,0,0.0,71
1681,0.6666666666666666,0.92,2,1,0.4,0.82,0,1,1.0,1,0,2.0,72
1682,0.5,0.85,2,1,0.7,0.61,1,1,2.0,0,0,0.0,68
1683,0.7333333333333333,0.72,0,1,0.5,0.8,2,0,2.0,1,0,1.0,65
1684,0.43333333333333335,0.99,1,0,0.6,0.75,1,1,1.0,2,1,1.0,68
1685,0.9,0.71,0,0,0.8,0.69,1,2,1.0,2,0,1.0,67
1686,0.5666666666666667,0.68,1,0,0.7,0.94,1,2,1.0,1,0,1.0,66
1687,0.7,0.78,0,1,0.6,0.91,0,1,0.0,1,1,0.0,64
1688,0.7333333333333333,0.62,1,0,0.6,0.54,3,0,1.0,1,0,2.0,65
1689,0.6,0.99,1,0,0.6,0.99,0,0,1.0,1,0,0.0,69
1690,0.8,0.84,1,1,0.7,0.61,2,1,1.0,2,0,0.0,68
1691,0.5666666666666667,0.82,2,0,0.5,0.61,3,1,1.0,1,0,2.0,69
1692,0.8333333333333334,0.86,1,1,0.9,0.97,1,2,1.0,1,0,0.0,70
1693,0.4,0.8,1,0,0.5,0.72,1,2,1.0,2,1,0.0,65
1694,0.7,0.61,1,0,0.4,0.9,2,1,0.0,1,0,0.0,63
1695,1.0666666666666667,0.84,1,1,0.8,0.64,1,0,2.0,2,0,1.0,71
1696,0.4666666666666667,0.89,2,1,0.6,0.94,0,0,1.0,1,0,2.0,68
1697,0.5333333333333333,0.77,1,1,0.7,0.92,5,0,2.0,2,0,2.0,70
1698,0.7666666666666667,0.9,2,1,0.8,0.76,2,1,0.0,2,0,0.0,72
1699,0.7,0.69,1,1,0.6,0.85,3,0,0.0,1,0,1.0,64
1700,0.7333333333333333,0.69,1,0,0.7,0.98,0,0,1.0,2,0,2.0,64
1701,0.7666666666666667,0.66,0,1,0.8,0.73,2,2,1.0,2,0,1.0,66
1702,0.8,0.75,2,1,0.9,0.75,0,1,2.0,2,0,1.0,69
1703,0.9,0.94,0,0,0.6,0.86,2,1,1.0,1,0,0.0,71
1704,0.7333333333333333,0.93,2,1,0.6,0.69,0,2,0.0,0,1,0.0,69
1705,0.6333333333333333,0.75,1,0,0.8,0.98,1,0,1.0,1,0,2.0,67
1706,0.8,0.84,1,1,0.7,0.52,0,0,2.0,1,0,0.0,66
1707,1.0333333333333334,0.89,1,0,0.7,0.7,2,0,2.0,2,0,0.0,71
1708,0.6333333333333333,0.7,0,1,0.9,0.86,2,2,1.0,1,1,0.0,63
1709,0.4666666666666667,0.67,0,0,0.4,0.71,0,2,1.0,1,0,1.0,62
1710,0.9,0.99,2,0,0.5,0.63,0,1,2.0,1,0,0.0,73
1711,0.6333333333333333,0.85,1,0,0.4,0.71,1,1,2.0,0,0,0.0,66
1712,0.23333333333333334,0.99,1,1,0.9,0.94,3,2,2.0,2,0,2.0,72
1713,0.8333333333333334,0.74,0,1,0.8,0.77,1,0,1.0,1,0,2.0,67
1714,0.5666666666666667,0.88,0,0,0.5,0.67,0,1,2.0,1,0,2.0,65
1715,0.6333333333333333,0.69,1,1,0.7,0.84,2,1,1.0,1,0,0.0,66
1716,0.7333333333333333,0.7,1,1,0.7,0.81,3,1,1.0,1,0,2.0,68
1717,0.7,0.8,2,1,0.4,0.78,1,1,2.0,1,0,0.0,69
1718,0.8,0.73,1,1,0.7,0.7,0,2,1.0,0,0,2.0,68
1719,0.5666666666666667,0.67,2,1,0.5,0.54,0,0,1.0,0,0,0.0,61
1720,0.7666666666666667,0.71,0,1,0.8,0.81,3,1,2.0,2,0,0.0,68
1721,0.6,0.61,0,1,0.5,0.71,3,2,2.0,1,0,1.0,64
1722,0.8,0.88,0,1,0.7,0.71,1,0,2.0,1,0,1.0,67
1723,0.8,0.8,2,1,0.9,0.62,3,2,0.0,1,0,0.0,68
1724,0.4666666666666667,0.64,2,0,0.8,0.62,1,1,2.0,2,1,0.0,61
1725,0.9,0.67,0,0,0.8,0.89,1,0,0.0,2,0,2.0,66
1726,0.5666666666666667,0.64,0,1,0.7,0.74,2,1,0.0,2,0,2.0,64
1727,0.8333333333333334,0.85,1,0,0.5,0.55,3,2,1.0,0,0,0.0,67
1728,0.7333333333333333,0.64,2,0,0.6,0.52,2,2,1.0,0,0,1.0,64
1729,1.0333333333333334,0.9,2,0,0.7,0.61,0,0,1.0,2,0,0.0,72
1730,0.6333333333333333,0.61,1,0,0.7,0.74,2,2,1.0,0,0,2.0,62
1731,0.6,0.7,1,1,0.5,0.81,2,0,1.0,0,0,0.0,63
1732,0.6666666666666666,0.96,2,0,0.8,0.57,1,0,1.0,1,0,0.0,70
1733,0.6,0.89,1,0,0.5,0.72,3,1,1.0,2,0,1.0,69
1734,0.8333333333333334,0.63,1,1,0.9,0.54,3,1,0.0,2,0,0.0,64
1735,0.3333333333333333,0.93,1,0,0.7,0.52,2,1,1.0,2,0,2.0,66
1736,0.4666666666666667,0.8,1,1,0.8,0.93,3,0,2.0,2,0,0.0,67
1737,0.4666666666666667,0.94,2,1,0.8,0.83,4,1,0.0,0,1,2.0,71
1738,0.8666666666666667,0.84,2,1,1.0,0.89,0,0,2.0,2,0,0.0,70
1739,1.0,0.87,1,0,0.7,0.59,2,1,1.0,1,0,0.0,69
1740,0.6333333333333333,1.0,0,0,0.6,0.66,0,0,1.0,1,0,,68
1741,0.6333333333333333,0.69,2,1,0.6,0.72,1,0,1.0,1,0,1.0,64
1742,0.6666666666666666,0.85,1,1,0.9,0.83,3,1,1.0,2,1,1.0,70
1743,0.9,0.78,0,1,0.5,0.77,0,1,0.0,1,0,2.0,69
1744,0.4666666666666667,0.62,1,1,0.6,0.78,0,2,,2,0,1.0,63
1745,0.7,0.61,1,0,0.7,0.58,1,1,0.0,0,0,0.0,60
1746,0.8666666666666667,0.65,0,0,0.7,0.74,2,0,1.0,0,0,0.0,65
1747,0.7666666666666667,0.86,1,0,0.8,0.91,0,0,1.0,0,0,0.0,67
1748,0.7,0.83,0,0,0.5,0.75,1,1,1.0,0,0,1.0,66
1749,0.8666666666666667,0.82,2,0,0.7,0.6,3,0,1.0,1,0,2.0,68
1750,0.13333333333333333,0.61,2,1,0.7,0.71,0,0,0.0,2,0,2.0,58
1751,0.8,0.79,2,1,0.5,0.88,0,1,1.0,1,0,0.0,67
1752,0.5333333333333333,0.97,1,1,0.8,0.57,0,1,1.0,2,1,,68
1753,0.3,0.76,1,1,0.7,0.79,1,0,1.0,1,0,0.0,62
1754,0.7666666666666667,0.85,2,0,0.7,0.98,2,0,1.0,0,0,2.0,69
1755,0.9333333333333333,0.91,2,1,0.6,0.69,1,1,2.0,1,0,0.0,73
1756,0.6333333333333333,0.91,0,0,0.6,0.52,2,0,1.0,0,1,0.0,66
1757,0.8666666666666667,0.81,1,1,0.5,0.82,0,1,1.0,0,1,2.0,67
1758,1.0,0.94,1,0,0.8,0.52,1,1,0.0,1,0,0.0,71
1759,0.9333333333333333,0.76,1,1,0.9,0.6,1,0,1.0,1,0,0.0,66
1760,1.0,0.96,1,1,1.0,0.52,0,2,2.0,2,0,1.0,74
1761,0.8,0.7,2,0,0.8,0.59,2,0,2.0,2,0,0.0,67
1762,0.6666666666666666,0.71,1,0,0.6,0.93,2,1,2.0,0,0,2.0,68
1763,0.3333333333333333,0.62,1,0,0.6,0.87,2,0,2.0,1,0,0.0,61
1764,0.6333333333333333,0.92,2,0,0.8,0.67,2,1,1.0,0,0,0.0,69
1765,0.5,0.77,1,1,0.7,0.95,4,0,1.0,2,0,0.0,65
1766,1.1,0.69,2,1,0.7,0.83,2,1,0.0,1,0,2.0,71
1767,0.6333333333333333,0.69,0,0,0.7,0.72,1,0,0.0,2,0,0.0,61
1768,0.7,0.96,2,1,0.9,0.53,0,0,2.0,1,0,1.0,70
1769,0.7666666666666667,0.93,0,0,0.6,0.87,2,1,1.0,1,0,0.0,70
1770,0.6666666666666666,0.82,2,1,0.9,0.69,1,1,1.0,2,0,1.0,69
1771,1.0,0.85,0,1,0.7,0.65,2,0,1.0,0,0,0.0,70
1772,0.5333333333333333,0.79,1,1,0.6,0.64,4,0,0.0,2,1,1.0,67
1773,0.7,0.76,1,0,0.6,0.5,2,0,1.0,0,0,2.0,63
1774,0.5333333333333333,0.97,1,0,0.7,0.87,1,2,1.0,1,0,0.0,70
1775,0.4,0.65,1,0,0.8,0.57,1,2,2.0,2,1,0.0,61
1776,0.5333333333333333,0.77,2,1,0.6,0.76,1,0,1.0,1,0,2.0,64
1777,0.6666666666666666,0.74,1,1,0.8,0.51,2,1,1.0,0,0,1.0,65
1778,0.5666666666666667,0.8,1,0,0.6,0.81,1,1,2.0,1,0,1.0,65
1779,0.5333333333333333,0.78,0,1,0.7,0.68,3,0,2.0,2,0,2.0,66
1780,0.4,0.81,2,1,0.5,0.82,1,1,2.0,2,0,0.0,66
1781,0.6666666666666666,0.66,1,1,0.8,0.54,2,1,0.0,2,0,2.0,63
1782,0.36666666666666664,0.81,2,1,0.7,0.63,3,1,1.0,1,0,2.0,66
1783,0.8333333333333334,0.7,1,1,0.9,0.56,0,0,1.0,2,0,0.0,64
1784,0.6666666666666666,0.67,0,0,0.8,0.82,3,0,2.0,1,1,0.0,65
1785,0.36666666666666664,0.63,1,0,0.7,0.55,3,2,1.0,2,0,2.0,62
1786,0.6,0.91,2,1,0.9,0.81,4,2,1.0,1,0,0.0,71
1787,0.5,0.77,1,1,0.8,0.57,1,0,1.0,1,0,1.0,63
1788,0.7333333333333333,0.85,2,0,0.9,0.97,0,1,2.0,0,0,1.0,70
1789,0.9333333333333333,0.89,0,1,0.6,0.71,2,0,1.0,1,0,1.0,70
1790,0.3,0.87,1,0,0.8,0.56,1,1,2.0,2,0,1.0,65
1791,0.7,0.79,2,1,0.8,0.52,1,0,,1,1,0.0,66
1792,0.6333333333333333,0.76,0,1,0.5,0.66,2,1,1.0,2,0,1.0,66
1793,0.8,0.75,0,0,0.9,0.95,0,1,2.0,2,0,1.0,68
1794,0.7,0.86,2,0,0.5,0.57,1,0,1.0,0,0,0.0,68
1795,0.5,0.8,1,1,0.5,0.9,4,1,2.0,1,0,0.0,69
1796,0.6,0.94,1,1,0.4,0.71,3,2,0.0,2,0,1.0,71
1797,0.5,0.95,1,1,0.8,0.9,2,0,,0,0,2.0,69
1798,0.8666666666666667,0.67,2,1,0.5,0.94,0,1,1.0,2,0,1.0,68
1799,0.6666666666666666,0.65,2,1,0.6,1.0,2,0,2.0,1,0,0.0,67
1800,1.0333333333333334,0.85,1,0,0.8,0.53,2,0,2.0,2,0,0.0,72
1801,0.6666666666666666,0.72,1,1,0.7,0.9,2,1,1.0,1,0,0.0,68
1802,0.5333333333333333,0.61,1,1,0.6,0.53,0,2,1.0,2,1,0.0,60
1803,0.36666666666666664,0.96,2,0,0.5,0.66,2,0,1.0,1,0,0.0,68
1804,0.3,0.69,1,1,0.7,0.82,1,2,2.0,2,0,0.0,65
1805,0.3333333333333333,0.97,2,0,0.8,0.72,0,0,1.0,1,0,2.0,67
1806,0.7333333333333333,0.89,1,0,0.8,0.78,4,2,1.0,2,0,0.0,70
1807,0.7666666666666667,0.91,0,1,1.0,0.98,0,0,2.0,0,0,0.0,70
1808,0.36666666666666664,0.68,1,0,0.6,0.91,3,0,2.0,0,0,1.0,61
1809,0.8333333333333334,0.69,0,1,0.5,0.68,2,2,2.0,2,0,1.0,68
1810,0.5666666666666667,0.81,2,0,0.7,0.8,1,0,1.0,0,0,2.0,67
1811,0.7,0.67,2,0,0.7,0.52,3,0,1.0,0,1,0.0,62
1812,1.0,0.72,0,0,0.7,0.73,0,2,1.0,1,0,0.0,66
1813,0.8333333333333334,0.73,1,1,0.6,0.8,3,2,1.0,2,0,0.0,69
1814,0.6,0.66,2,1,0.4,0.86,2,1,1.0,0,0,1.0,66
1815,0.5,0.68,1,1,0.5,0.95,0,2,1.0,0,0,1.0,64
1816,0.23333333333333334,0.92,1,0,0.8,0.64,1,0,0.0,1,0,2.0,66
1817,0.5333333333333333,0.67,1,0,0.7,0.95,2,1,1.0,1,1,0.0,63
1818,0.6333333333333333,0.61,2,1,0.8,0.83,1,1,1.0,0,0,0.0,62
1819,0.4666666666666667,0.85,1,1,0.8,0.54,1,2,1.0,0,0,2.0,65
1820,0.6333333333333333,0.99,2,0,0.8,0.69,0,2,1.0,0,0,0.0,68
1821,0.6666666666666666,0.73,2,1,0.8,0.74,1,0,0.0,0,0,0.0,65
1822,0.6333333333333333,0.65,2,1,0.7,0.68,1,0,0.0,1,0,1.0,63
1823,0.5333333333333333,0.83,2,1,0.7,0.56,3,1,1.0,0,0,0.0,68
1824,0.7,0.96,2,1,0.4,0.78,2,2,1.0,2,0,0.0,72
1825,0.7666666666666667,0.91,0,0,0.6,0.57,2,0,1.0,2,0,0.0,69
1826,0.43333333333333335,0.85,1,0,0.6,0.96,1,0,2.0,2,0,2.0,66
1827,0.9333333333333333,0.73,0,1,0.7,0.93,2,0,2.0,1,0,1.0,68
1828,0.6333333333333333,0.82,0,0,0.6,0.74,1,1,2.0,1,0,0.0,64
1829,0.6666666666666666,0.64,0,1,0.8,0.53,1,0,1.0,2,0,0.0,61
1830,0.8,0.87,1,0,0.6,0.78,0,0,0.0,1,1,2.0,67
1831,0.7,0.89,0,1,0.9,0.8,0,1,0.0,1,0,2.0,68
1832,0.8666666666666667,0.99,1,0,0.6,0.94,2,1,1.0,2,0,0.0,74
1833,0.7333333333333333,0.7,2,1,0.6,0.53,3,1,2.0,2,0,0.0,67
1834,0.5333333333333333,0.61,2,1,0.6,0.85,2,1,1.0,2,0,0.0,64
1835,0.7333333333333333,0.82,2,0,0.6,0.78,3,1,2.0,1,0,0.0,69
1836,0.43333333333333335,0.88,1,1,0.9,0.59,0,0,1.0,0,1,0.0,63
1837,0.7,0.92,1,0,0.7,0.56,0,0,1.0,1,0,0.0,67
1838,0.6666666666666666,0.68,1,1,0.7,0.85,1,1,1.0,1,0,1.0,65
1839,0.6333333333333333,0.7,1,1,0.6,0.67,5,1,0.0,2,0,2.0,67
1840,0.6333333333333333,0.81,1,0,0.7,1.0,1,0,1.0,0,0,2.0,68
1841,0.3,0.73,0,1,0.7,0.95,3,0,1.0,0,0,2.0,62
1842,0.5666666666666667,0.94,1,1,0.7,0.78,1,0,2.0,1,0,1.0,70
1843,0.7,0.79,2,1,0.7,0.82,1,2,1.0,0,0,0.0,67
1844,0.7,0.92,2,1,0.9,0.58,2,2,1.0,1,0,0.0,89
1845,0.4666666666666667,0.83,1,1,0.7,0.95,1,0,1.0,1,1,0.0,65
1846,0.9333333333333333,0.91,1,1,0.5,0.73,2,1,1.0,1,0,0.0,69
1847,0.5,0.73,1,0,0.7,0.76,2,0,1.0,2,0,0.0,64
1848,0.8666666666666667,0.93,0,0,0.6,0.94,6,2,1.0,0,0,0.0,74
1849,0.7666666666666667,0.71,2,0,0.8,0.5,0,2,1.0,2,0,0.0,64
1850,0.5333333333333333,0.82,2,0,0.7,0.75,0,0,1.0,0,0,2.0,64
1851,1.0333333333333334,0.69,0,1,0.9,0.81,2,1,1.0,0,0,1.0,67
1852,0.43333333333333335,0.79,0,1,0.6,0.58,2,1,1.0,2,0,1.0,63
1853,0.8666666666666667,0.73,1,1,0.7,0.53,3,1,2.0,1,0,0.0,68
